id_gi,Cita,Publicaciones
38-1,Cita 3,"Leonelli, G. (2011). Valoración de malezas comestibles en las explotaciones agrícolas familiares en la región de La Araucanía. Ed 2 revista extensión Innovagro."
38-1,Cita 4,"Leonelli, G., Díaz C., Tighe, R., Castillo, C., Pardo, F., Birlouez-Aragon, I. (2011). Heterogeneidad del color en formulaciones de merkén elaboradas a partir de ecotipos de ají (Capsicum annuum L.) cv. “Cacho de cabra”. IDESIA (Chile) Volumen 29, Nº 3, pp. 109-115."
38-1,Cita 5,"Leonelli, G. (2010). El proceso tradicional de elaboración del merkén Mapuche. Ed 1 revista extensión Innovagro."
38-1,Cita 6,"Tighe, R. (2010). Implementación de tecnologías agroecológicas y fortalecimiento de la soberanía alimentaria. Ed 1 revista extensión Innovagro."
39-1,Cita 1,"Inostroza-‐Blancheteau, C., Aquea, F., Loyola, R., Slovin, J., Josway, S., Rengel, Z., Reyes-Diaz, M., Alberdi, M., Arce-Johnson, P. (2012). Molecular characterization of A calmodulin gene, VcCaM1, that is differentially expressed under aluminum stress in highbush blueberry. Plant Biology (in press). "
39-1,Cita 2,"Inostroza‐Blancheteau, C., Reyes‐Díaz, M., Alberdi, M., Godoy, K., Rojas‐Lillo, Y., Cartes, P., Mora, M.L. (2013). Influence of selenite on selenium uptake, differential antioxidant performance and gene expression of sulfate transporters in wheat genotypes. Plant and Soil, (in press)."
39-1,Cita 3,"Inostroza‐Blancheteau, C., Rengel, Z., Alberdi, M., Mora, M.L., Aquea, F., Arce‐Johnson, P., Reyes‐Díaz, M. (2012). Molecular and physiological strategies to increase aluminum resistance in plants. Molecular Biology Reports 39 (3): 2069‐2079."
39-1,Cita 4,"Inostroza‐Blancheteau, C., Reyes‐Díaz, M., Alberdi, M. (2012). Aspectos fisiológicos, bioquímicos y moleculares de la toxicidad por aluminio (Al3+) en arándanos cultivados en el sur de Chile. Innovagro 3: 73-80"
39-1,Cita 5,"Inostroza‐Blancheteau, C., Aquea, F., Reyes‐Díaz, M., Alberdi, M., Arce‐Johnson, P. (2011). Identification of aluminum‐regulated genes by cDNA‐AFLP of root in two contrasting genotypes of highbush blueberry (Vaccinium corymbosum L.). Molecular Biotechnology. 49 (1): 32‐41"
40-1,Cita 1,"Shene, C., Canquil, N., Jorquera, M., Pinelo, M., Rubilar, M., Acevedo, F., Vergara, C., von Baer, D. and Mardones, C. (2012). In vitro activity on human gut bacteria of Murta leaf extracts (Ugni molinae Turcz), a native plant from Southern Chile. Journal of Food Science, 77(6), M323-M329"
40-1,Cita 2,"Acevedo, F., Rubilar, M., Shene, C., Navarrete, P., Romero, F., Rabert, C., Jolivet, P., Valot, B., Chardot, T. (2012). Seed oil bodies from Gevuina avellana and Madia sativa. Journal of Agricultural and Food Chemistry, 60 (28), 6994–7004"
40-1,Cita 3,"J. Sineiro, M. Rubilar, M. Cascante, E. Álvarez, M. Sánchez, and M. J. Núñez. (2012). Chapter 7: Potential Therapeutic Applications of Common Agro-Food Byproducts and Chilean Wild Plants. En: Emerging Trends in Dietary Components for Preventing and Combating Disease, Patil, B., et al.; ACS Symposium Series; American Chemical Society: Washington, DC, 2012. doi: 10.1021/bk-2012-1093.ch007"
40-1,Cita 4,"Lienqueo M, Mahn A, Salgado JC., Shene C. (2012) Mathematical Modeling of Chromatographic Elution Curves of Proteins. Chemical Engineering and Technology (35): 46."
40-1,Cita 5,"Villarroel, M., Zapata, C., Pino, L., Rubilar, M. (2012). Establecimiento de condiciones óptimas para obtener un aislado proteico de avellana chilena (Gevuina avellana, Mol). Archivos Latinoamericanos de Nutrición, 62(1), 79-86"
40-1,Cita 6,"Ramirez, C.;  Gallegos, I.; Ihl, M.; Bifani, V. (2012). Study of contact angle, wettability and water vapor permeability in carboxymethylcellulose (CMC) based film with murta leaves (Ugni molinae Turcz) extract. Journal of food engineering, 109(3):424-429.   "
40-1,Cita 7,"Gutierrez, M.Q., Echeverria, I.,  Ihl, M., Bifani, V., Mauri, AN. (2012). Carboxymethylcellulose-montmorillonite nanocomposite films activated with murta (Ugni molinae Turcz) leaves extract. Carbohydrate polymers, 87(2): 1495-1502.    "
40-1,Cita 8,"Uquiche, E., Fica, X., Salazar, K., del Valle, J.M. (2012). Time fractionation of minor lipids from cold-pressed rapeseed cake using supercritical CO2. Journal of the American Oil Chemists' Society, 89, 1135-1144."
40-1,Cita 9,"del Valle, J.M., Uquiche, E. and de la Fuente, J.C. (2012). A Refined Equation for Predicting the Solubility of Vegetable Oils in High-Pressure CO2. The Journal of Supercritical fluids, 67, 60-70."
40-1,Cita 10,"Rubilar, M., Villarroel, M., Paillacar, M., Moenne-Locóz, D., Shene, C., Biolley, E., Acevedo, F. (2012). Native black Michuñe potato variety: characterization, frying conditions and sensory evaluation. Archivos Latinoamericanos de Nutrición. 62(1), 87-93."
40-1,Cita 11,"Rubilar, M., Morales, E., Sáez, R., Acevedo, F., Palma, B., Villarroel, M., Shene, C. (2012). Effect of polyphenolic fractions on the oxidative stability of microencapsulated linseed oil. European Journal of Lipid Science and Technology, 114(7), 760-761."
40-1,Cita 12,"Uquiche, E., Huerta, E., Sandoval, A., del Valle, J.M. (2012). Effect of boldo (Peumus boldus M.) pretreatment on kinetics of supercritical CO2 extraction of essential oil. Journal of Food Engineering, 109, 230-237."
40-1,Cita 13,"Rubilar, M.; Morales, E.; Contreras, K.; Ceballos,C.; Acevedo, F.; Villarroel, M.; Shene, C. (2012). Development of a soup powder enriched with microencapsulated linseed oil as a source of omega-3. European Journal of Lipid Science and Technology, 114(4), 423-433"
40-1,Cita 14,"Uquiche, E., Romero, V., Ortíz, J. and del Valle, J.M. (2012). Extraction of Oil and Minor Lipids from Cold-Press Rapeseed Cake with Supercritical CO2. Brazilian Journal of Chemical Engineering, 3, 585–597."
40-1,Cita 15,"del Valle, J.M., de la Fuente, J.C., Uquiche, E., Zetzl, C. and Brunner. G. (2011). Mass Transfer and Equilibrium Parameters on High-Pressure CO2 Extraction of Plant Essential Oils. En: Aguilera, J.M., Barbosa-Cánovas, G.V., Simpson, R., Welti-Chanes, J., Bermúdez-Aguirre, D. Food Engineering Interfaces, Chapter 17 pp. 393-472. Editors. Springer, New York."
40-1,Cita 16,"Bustamante, M., González, M.E., Cartes, A., Diez, M.C. (2011). Effect of soya lecithin on the enzymatic system of the white-rot fungi Anthracophyllum discolor. Journal of Industrial Microbiology and Biotechnology.  38: 189-197."
40-1,Cita 17,"Rubilar, M., Jara, C., Poo, Y., Acevedo, F., Gutiérrez, C., Sineiro, J., Shene, C. (2011). Extracts of Maqui (Aristotelia chilensis) and Murta (Ugni molinae Turcz.): A Source of Antioxidant Compounds and α-Glucosidase/α-Amylase Inhibitors. Journal of Agricultural and Food Chemistry, 59(5) 1630-1637"
40-1,Cita 18,"Esparza, Y., Huaiquil, A., Neira, L., Leyton, A., Rubilar, M., Salazar, L., Shene, C. (2011). Optimization of process conditions for the production of a prolyl-endopeptidase by Aspergillus niger ATCC 11414 in solid state fermentation. Food Science and Biotechnology, 20(5), 1323-1330"
40-1,Cita 19,"Reyes, A., Evseev, A., Mahn, A., Bubnovich, V., Bustos, R., Scheuermann, E. (2011). Effect of operating conditions in freeze-drying on the nutritional properties of blueberries. International Journal of Food Sciences & Nutrition, 62: 303-306"
40-1,Cita 20,"Ihl, M., Quilaqueo, M., Gutiérrez C., Rubilar, M., Piga, A., Del Caro, A. and Bifani, V. (2010). Permeability of carboxymethylcellulose edible films with murta extracts: effects of added rutin concentration. Acta Horticulturae 2010. en: 3rd International Conference Postharvest Unlimited 2008, 4-7 November 2008, Berlin, Germany. Leuven, International Society for Horticultural Science, pp. 247-250. (Acta Horticulturae, 858). ISBN 978-90-66052-06-2"
40-1,Cita 21,"Costoya N., Sineiro J., Pinelo M., Rubilar M., Nuñez M. J. (2010). Enzyme-aided extraction of polyphenols from grape pomace. Electronic Journal of Environmental, Agricultural and Food Chemistry 9(4) 696-705"
40-1,Cita 22,"Reyes, A., Bubnovich, V., Bustos, R., Vásquez, M., Vega, R., Scheuermann, E. (2010). Comparative study of different process conditions of freeze drying of 'Murtilla' berry. Drying Technology, 28(12): 1416-1425."
40-1,Cita 23,"Rubilar, M., Gutierrez, C., Villarroel, M., Shene, C. (2010). Influence of separation conditions on antimicrobial activity of polyphenolic fractions from murta leaves extract. CYTA-Journal of food, 8(2): 139-149.  "
40-1,Cita 24,"Schnettler, B.; Shene, C.; Rubilar, M.; Miranda, H.; Sepulveda, J.; Denegri, M.; Lobos, G., (2010), Acceptance of yoghurt with different functional ingredients among consumers in supermarkets in southern Chile, Archivos Latinoamericanos de nutrición, 60(4): 380-390."
40-1,Cita 25,"Sandoval, G., Shene, C., Andrews, B. A., Asenjo, J. A. (2010). Extension of the selection of protein chromatography and the rate model to affinity chromatography. J. Mol. Recognit. 23, 609–617"
40-1,Cita 26,"Quilodrán B. Hinzpeter I. Hormazabal E. Quiroz A. Shene C. (2010). Docosahexaenoic acid (C22: 6n-3, DHA) and astaxanthin production by a native Ulkenia strain: evaluation of food industry liquid residues as nutrient sources. Enzyme and Microbial Technology 47, 24-30."
40-1,Cita 27,"Reyes, A., Bustos, R., Vasquez, M.B., y Scheuermann, E. (2009). Optimization of murtilla berry drying in an atmospheric freeze dryer. Chemical Engineering Transactions, 18, 183-188"
40-1,Cita 28,"Hinzpeter I. Quilodrán B. Stead R. Trujillo L. Shene C. (2009). Aislamiento de cepas de traustoquitridios en la zona costera de Puerto Montt, Chile y evaluación de la producción de ácido docosahexaenoico (C22:6n-3, DHA). Afinidad 66(544), 482-487."
40-1,Cita 29,"Quilodrán, B. Hinzpeter, I., Quiroz, A., C. Shene. (2009). Evaluation of liquid residues from beer and potato processing for the production of docosahexaenoic acid (C22:6n-3, DHA) by native thraustochytrid strains. World J Microbiol Biotechnol. 21, 2121-2128."
40-1,Cita 30,"Orellana, C.A., Shene, C., Asenjo, J.A. (2009). Mathematical modeling of elution curves for a protein mixture in ion Exchange chromatography applied to high protein concentration. Biotechnology and Bioengineering 104: 572-581."
40-1,Cita 31,"Canquil, N., Villarroel, M., Bravo, S., Vergara, C., Shene, C. (2009). Parámetros cinéticos de la fitasa extracelular de Penicillium expansum. Afinidad 538:451-456."
40-1,Cita 32,"Lienqueo, M.E., Shene, C., Asenjo J.A. (2009). Optimization of hydrophobic interaction chromatography using a mathematical model of elution curves of a protein mixture. J Molecular Recognition, 22: 110-120."
40-1,Cita 33,"Shene, C., Reyes, A.K., Villarroel, M., Sineiro, J., Pinelo, M., Rubilar, M. (2009). Plant location and extraction procedure strongly alter the antimicrobial activity of murta extracts. Eur Food Res Technol, 228:467-475."
40-1,Cita 34,"Araus, K., Uquiche, E. and del Valle, J.M. (2009). Matrix effects in supercritical CO2 extraction of essential oils from plant material. Journal of Food Engineering 92: 438-447 "
40-1,Cita 35,"Ortíz, J., Uquiche, E., Robert, P., Romero, N. Quitral, V. and Llantén, C. (2009). Functional and nutritional value of Chilean seaweeds Codium fragile, Gracilaria chilensis and Macrocystis pyrifera. European Journal of Lipid Science and Technology 111: 320-327"
40-1,Cita 36,"Scheuermann, E., Seguel, I., Montenegro, A., Bustos, R., Hormazábal, E., Quiroz, A. (2008) Evolution of aroma compounds of murtilla fruits (Ugni molinae Turcz) along storage. Journal of the Science of Food and Agriculture, 88(3): 485-492."
40-1,Cita 37,"Uquiche, E., Jeréz, M. and Ortíz, J. (2008). Effect of pretreatment with microwaves on mechanical extraction yield and quality of vegetable oil from Chilean hazelnuts (Gevuina avellana Mol). Innovative Food Science and Emerging Technologies 9: 495- 500"
40-1,Cita 38,"Shene, C., Canquil, N., Bravo, S., Rubilar, M. (2008). Production of the exopolysaccharides by Streptococcus thermophilus: effect of growth conditions on fermentation kinetics and intrinsic viscosity. Int J Food Microbiol, 124: 279-284."
40-1,Cita 39,"Riveros, M., Esparza, Y., Rubilar, M., Shene, C. (2008). Vegetable meals as substrate for cellulase production by Asperguillus niger. J. Soil Sci. Plant Nutr 8(3):275. Special Issue ISI"
40-1,Cita 40,"Poo, Y., Villarroel, M., Shene, C., Rubilar, M. (2008).Capacidad inhibitoria de extractos de murta (Ugni molinae turcz.) sobre enzimas. Revista Chilena de Nutrición 35(1): 319"
40-1,Cita 41,"Moenne-Locoz, D., Biolley, E., Shene, C., Villarroel, M., Rubilar, M. (2008). Potencial antioxidante de harina de papa variedad bruja. Revista Chilena de Nutrición 35(1):340"
40-1,Cita 42,"Moenne-Locoz, D., Biolley, E., Villarroel, M., Rubilar, M. (2008). Caracterización antioxidante y nutricional de papas nativas de Chiloé. Revista Chilena de Nutrición. 35(1): 341"
40-1,Cita 43,"Jara, C., Shene, C., Villarroel, M., Rubilar, M. (2008). Extractos de maqui (Aristotelia chilensis) como antioxidantes e inhibidores de enzimas. Revista Chilena de Nutrición 35(1): 316"
40-1,Cita 44,Gutiérrez C.; Shene C.; Rubilar M. (2008). Actividad antibacteriana de extractos de hojas de Ugni molinae Turcz. sobre Staphylococcus. Revista Chilena de Nutrición 35(1): 337
40-1,Cita 45,"Canquil, N., Rubilar M., Danino, M., Shene, C. (2008). Propiedades antimicrobianas de infusiones de hoja de murta: efecto sobre la microflora. Revista Chilena de Nutrición 35(1): 319"
40-1,Cita 46,"Huaiquil, A., Hinzpeter, I., Quilodrán, B., Rubilar, M., Shene, C. (2008). Biomass production by a native Thraustochytrium strain. J. Soil Sci. Plant Nutr 8(3):276. Special Issue"
40-1,Cita 47,"Canquil, N., Riveros, M., Rubilar, M. and Shene, C. (2008). Consumption of Ugni molinae Turcz. extracts and its effect on the human gut microflora. J. Soil Sci. Plant Nutr 8(3):277. Special Issue"
40-1,Cita 48,"Franco, D, Sineiro, J, Rubilar, M., Sánchez, M., Jerez, M., Pinelo, M., Costoya, N., Núñez, M.J. (2008). Polyphenols from plant materials: extraction and antioxidant power. Electronic Journal of Environmental, Agricultural and Food Chemistry. 7(8), 3210-3216."
41-1,Cita 1,"Concha- Meyer, A., Schöbitz, R., Brito, C., Fuentes, R. (2011). Lactic acid bacteria in an alginate film inhibit Listeria monocytogenes growh on smoked salmon. Food Control 22: 485-489."
41-1,Cita 2,"Obando, M., Brito, C., Schöbitz, R., Baez, M., Horzella, R. (2010). Viabilidad de los microorganismos probióticos Lactobacillus casei 01, Lactobacillus acidophilus La-5, Bifidobacterium BB12 durante el almacenamiento de queso cottage. Vitae. 17(2):141-148. "
41-1,Cita 3,"Costa, M., Torres, M., Magariños, H. y  Reyes, A. (2010) Producción y purificación parcial de enzimas hidrolíticas de Aspergillus ficuum en fermentación sólida sobre residuos agroindustriales. Rev. Colomb. Biotecnol. 12:2. "
41-1,Cita 4,"Vergara, C., Brito, C., Schöbitz, R.  and Rojas, O. (2010). Study, use and evaluation of an objective- response methodology for the sensorial analysis of cold-smoked trout. Sensory studies."
41-1,Cita 5,"Bastias, J., Bermudez, M., Carrasco, J., Espinoza, O., Muñoz, M., Galotto, M., Muñoz, O. (2010). Determination of Dietary Intake of Total Arsenic, Inorganic Arsenic, and Total Mercury in the Chilean School Meal Program. Food Science and Technology International 16(5): 443-450 "
41-1,Cita 6,"de La Rosa, D., Lima, L., Olivares-Rieumont, S., Graham, D., Enriquez, I., Diaz, O., Bastías, J.M. y Muñoz, O. (2009). Assessment of Total Mercury Levels in Clarias gariepinus from the Sagua la Grande River, Cuba. Bull Environ Contam Toxicol 82(1), 101-105. "
41-1,Cita 7,"Costa, M., Lerchundi, G., Villarroel, F., Torres, M., Schöbitz, R. (2009). Producción de enzima fitasa de Aspergillus ficuum con residuos agroindustriales en fermentación sumergida y sobre sustrato sólido. Rev. Colomb. Biotecnol, 11:1, 73-83 "
41-1,Cita 8,"De La Rosa, D., Olivares, S., Lima, L., Diaz, O., Moyano, S. Bastías, J.M. y Muñoz O. (2009). Estimate of Mercury and metil Mercury intake associaated with fish consumption from Sagua la Grande River, Cuba. Foof Additives and Contaminants: Part B 2: 1-7."
41-1,Cita 9,"Magariños, H.,  Vargas, M., Romero, A., Carrasco, E., Selaive,  S. y Pizarro, O. (2009) Use of reconstituted concentrated non fat milk for the production of UHT milk: physical and chemical effects and stability. International Journal of Dairy Technology"
41-1,Cita 10,"Arteaga, M., Molina, L., Pinto, M., Brito, C. (2009). Caracterización de queso Chanco enriquecido con suero lácteo en polvo. Revista Chilena de Nutrición 36 (1): 53-62."
41-1,Cita 11,"Lizana, L.A., Estevez, A.M., Escobar, B., Figuerola, F. (2008). Cell starch changes induce hardening of candied pinon [Araucaria araucana Mol K. (Koch)] kernels HortScience 43 (4): 1283-1283 "
41-1,Cita 12,"Magariños, H., Sahr, C., Selaive, S., Costa, M., Figuerola, F., Pizarro, O. (2008). In Vitro Inhibitory Effect of Cranberry (Vaccinium macrocarpum Ait.) Juice on Pathogenic Microorganisms. Applied Biochemistry and Microbiology 44 (3): 333-336 "
41-1,Cita 13,"Magariños, H., Selaive, S., Costa, M., Figuerola, F. (2008).Viability of probiotic micro-organisms (Lactobacillus casei Shirota and Bifidobacterium animalis subspp. Lactis) in a milk-based dessert with cranberry sauce International Journal of Dairy Technology 61 (1): 96-101 "
